关卡,蓝球,红球,绿球,黄球,紫球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率
507,13,30,29,24,16,14,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,90.7%
508,11,30,25,17,28,14,0,3,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,33,87.6%
509,24,19,23,17,29,14,0,2,0,0,2,0,0,0,0,2,2,2,P:18,雪球:2,34,79.4%
510,15,35,17,29,15,14,1,2,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,76.6%
511,28,19,23,13,27,14,0,3,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,88.2%
512,31,30,11,28,11,14,0,3,0,0,2,2,0,0,0,0,2,2,B:18,雪球:2,34,79.6%
513,17,32,23,10,29,14,0,2,0,1,2,0,0,0,2,0,2,2,Y:10,雪球:2,32,95.0%
514,27,24,32,13,16,14,0,2,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,87.6%
515,15,32,19,32,13,14,1,2,0,0,2,0,2,0,0,0,2,2,R:19,雪球:2,35,79.1%
516,13,28,31,17,22,14,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,34,79.7%
517,13,29,27,26,17,14,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,90.7%
518,15,28,25,14,28,14,0,3,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,32,89.9%
519,29,30,14,20,19,14,0,2,0,0,2,0,0,0,0,2,2,2,P:14,雪球:2,33,86.2%
520,18,35,16,28,13,14,1,3,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,75.2%
521,31,17,24,16,24,14,0,2,0,0,2,0,0,2,0,0,2,2,G:16,雪球:2,34,84.8%
522,31,28,11,28,13,14,0,2,0,1,2,2,0,0,0,0,2,2,B:18,雪球:2,34,86.6%
523,14,29,28,13,28,14,0,2,0,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,90.7%
524,27,23,31,13,17,14,0,3,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,87.6%
525,15,31,19,33,11,14,1,3,1,0,2,0,2,0,0,0,2,2,R:18,雪球:2,34,82.6%
526,15,27,32,17,21,14,0,2,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,34,77.0%
527,13,29,26,30,14,14,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,32,90.7%
528,13,32,25,17,24,14,0,3,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,33,87.6%
529,25,23,19,16,29,14,0,2,0,0,2,0,0,0,0,2,2,2,P:18,雪球:2,34,79.5%
530,16,33,20,27,15,14,1,2,0,0,2,0,2,0,0,0,2,2,R:19,雪球:2,35,79.9%
531,27,18,24,15,27,14,0,2,0,1,2,0,0,2,0,0,2,2,G:16,雪球:2,33,87.0%
532,28,30,11,28,13,14,0,3,1,0,2,2,0,0,0,0,2,2,B:17,雪球:2,34,86.5%
533,17,31,24,11,29,14,0,2,0,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,32,87.6%
534,30,24,28,14,16,14,0,2,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,87.7%
535,15,29,19,35,13,14,1,2,0,0,2,0,2,0,0,0,2,2,R:18,雪球:2,34,77.7%
536,13,25,30,19,24,14,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,34,79.0%
537,11,30,30,27,14,14,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,33,90.4%
538,14,31,24,16,27,14,0,2,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,33,87.7%
539,25,32,13,15,25,14,0,3,1,0,2,0,0,0,0,2,2,2,P:16,雪球:2,33,85.5%
540,18,33,17,25,16,14,1,3,0,1,2,0,2,0,0,0,2,2,R:19,雪球:2,34,80.7%
541,29,17,23,16,27,14,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,33,85.3%
542,26,35,10,31,10,14,0,2,0,0,2,2,0,0,0,0,2,2,B:16,雪球:2,34,86.4%
543,19,28,31,12,31,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:11,雪球:2,33,91.4%
544,32,25,32,14,17,15,0,3,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,87.1%
545,18,33,26,33,10,15,1,2,0,0,2,0,2,0,0,0,2,2,R:19,雪球:2,35,79.2%
546,16,25,35,19,24,15,0,3,1,0,2,0,0,2,0,0,2,2,G:20,雪球:2,35,81.1%
547,14,30,33,28,16,15,0,2,0,0,2,2,0,0,0,0,2,2,B:12,雪球:2,33,89.4%
548,14,34,27,21,24,15,0,3,0,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,34,84.8%
549,22,29,21,19,29,15,0,2,0,1,2,0,0,0,0,2,2,2,P:18,雪球:2,34,84.6%
550,16,35,20,33,16,15,1,2,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,76.1%
551,32,20,22,15,32,15,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,34,87.0%
552,32,34,12,28,14,15,0,3,0,0,2,2,0,0,0,0,2,2,B:19,雪球:2,35,78.9%
553,19,29,26,14,31,15,0,3,1,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,33,91.9%
554,28,30,35,14,14,15,0,2,0,0,2,0,0,0,0,2,2,2,P:12,雪球:2,33,89.4%
555,16,35,22,37,10,15,1,2,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,76.1%
556,14,28,31,21,26,15,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,34,79.1%
557,12,35,26,31,17,15,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,33,91.4%
558,14,31,26,20,29,15,0,2,0,1,2,0,0,0,2,0,2,2,Y:14,雪球:2,33,91.4%
559,27,36,16,17,25,15,0,2,0,0,2,0,0,0,0,2,2,2,P:16,雪球:2,34,85.1%
560,20,34,14,33,17,15,1,3,1,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,78.7%
561,33,20,21,18,29,15,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,34,86.1%
562,28,35,14,30,14,15,0,2,0,0,2,2,0,0,0,0,2,2,B:17,雪球:2,34,82.9%
563,16,24,29,16,36,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,33,87.1%
564,26,29,34,14,17,15,0,3,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,87.1%
565,14,31,25,38,12,15,1,2,0,0,2,0,2,0,0,0,2,2,R:18,雪球:2,35,82.4%
566,16,26,31,19,29,15,0,2,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,35,84.0%
567,14,33,26,31,14,15,0,3,1,1,2,2,0,0,0,0,2,2,B:12,雪球:2,33,95.4%
568,14,32,24,21,29,15,0,3,0,0,2,0,0,0,2,0,2,2,Y:15,雪球:2,34,84.9%
569,19,27,25,17,33,15,0,2,0,0,2,0,0,0,0,2,2,2,P:19,雪球:2,35,81.1%
570,18,35,17,33,17,15,1,2,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,76.2%
571,32,20,22,15,32,15,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,34,87.0%
572,33,35,14,24,14,15,0,3,0,0,2,2,0,0,0,0,2,2,B:19,雪球:2,35,79.7%
573,17,29,26,14,35,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:12,雪球:2,33,89.5%
574,28,26,33,16,16,15,0,3,1,0,2,0,0,0,0,2,2,2,P:13,雪球:2,33,89.9%
575,18,25,23,42,12,15,1,2,0,0,2,0,2,0,0,0,2,2,R:16,雪球:2,35,86.6%
576,16,26,29,19,29,15,0,3,0,1,2,0,0,2,0,0,2,2,G:18,雪球:2,34,83.5%
577,14,36,31,24,16,15,0,2,0,0,2,2,0,0,0,0,2,2,B:12,雪球:2,33,89.5%
578,15,32,22,18,34,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,33,89.3%
579,27,36,17,16,25,15,0,2,0,0,2,0,0,0,0,2,2,2,P:16,雪球:2,34,85.1%
580,18,34,18,32,17,15,1,3,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,35,74.1%
581,29,21,22,16,31,15,0,3,1,0,2,0,0,2,0,0,2,2,G:15,雪球:2,34,89.7%
582,33,36,14,26,12,15,0,2,0,0,2,2,0,0,0,0,2,2,B:19,雪球:2,35,81.1%
583,18,29,23,16,35,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,34,89.9%
584,32,25,34,12,17,15,0,3,0,0,2,0,0,0,0,2,2,2,P:13,雪球:2,34,89.9%
585,18,27,27,37,10,15,1,2,0,1,2,0,2,0,0,0,2,2,R:17,雪球:2,35,88.8%
586,14,29,33,17,28,15,0,2,0,0,2,0,0,2,0,0,2,2,G:19,雪球:2,35,81.1%
587,12,36,31,26,16,15,0,2,0,0,2,2,0,0,0,0,2,2,B:11,雪球:2,33,91.5%
588,14,34,22,19,30,15,0,3,1,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,34,91.2%
589,22,29,25,16,29,15,0,2,0,0,2,0,0,0,0,2,2,2,P:18,雪球:2,35,82.7%
590,12,36,22,33,17,15,1,2,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,36,80.6%
591,29,19,22,16,35,15,0,2,0,0,2,0,0,2,0,0,2,2,G:15,雪球:2,34,87.1%
592,34,34,14,24,14,15,0,3,0,0,2,2,0,0,0,0,2,2,B:20,雪球:2,35,75.9%
593,16,35,22,16,32,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:13,雪球:2,34,89.9%
594,30,25,35,12,18,15,0,2,0,1,2,0,0,0,0,2,2,2,P:13,雪球:2,33,93.5%
595,16,27,23,38,14,15,1,3,1,0,2,0,2,0,0,0,2,2,R:17,雪球:2,35,86.8%
596,12,31,30,19,28,15,0,3,0,0,2,0,0,2,0,0,2,2,G:18,雪球:2,35,82.2%
597,14,35,32,26,14,15,0,2,0,0,2,2,0,0,0,0,2,2,B:12,雪球:2,33,89.5%
598,14,32,22,19,34,15,0,2,0,0,2,0,0,0,2,0,2,2,Y:14,雪球:2,34,88.7%
599,31,34,17,20,19,15,0,2,0,0,2,0,0,0,0,2,2,2,P:14,雪球:2,34,88.7%
600,16,36,15,34,18,15,1,3,0,0,2,0,2,0,0,0,2,2,R:20,雪球:2,36,79.4%
601,30,22,26,17,30,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,76.9%
602,32,35,15,31,11,15,1,3,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,75.7%
603,19,28,30,15,32,15,1,2,1,1,2,0,0,0,0,0,0,0,35,雪球:2,37,82.2%
604,32,25,35,13,19,15,1,3,1,0,2,0,0,0,0,0,0,0,P:8,雪球:2,31,97.0%
605,17,32,27,34,15,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
606,15,28,34,21,27,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
607,15,32,32,31,15,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
608,11,35,26,20,32,15,1,3,1,0,2,0,0,0,0,0,0,0,Y:8,雪球:2,31,97.0%
609,24,28,23,17,32,15,1,3,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,75.7%
610,17,38,21,32,17,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
611,32,22,24,13,34,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
612,32,35,15,28,13,15,1,3,1,1,2,0,0,0,0,0,0,0,B:13,雪球:2,32,97.0%
613,19,34,27,15,30,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
614,34,30,29,15,17,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
615,16,30,26,40,13,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
616,12,30,36,21,25,15,1,3,1,0,2,0,0,0,0,0,0,0,G:15,雪球:2,33,95.5%
617,15,35,32,26,17,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
618,15,34,25,17,34,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
619,30,37,13,21,24,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
620,19,38,17,31,19,15,1,3,1,0,2,0,0,0,0,0,0,0,R:15,雪球:2,33,95.5%
621,30,23,22,17,32,15,1,2,1,1,2,0,0,0,0,0,0,0,35,雪球:2,37,82.3%
622,32,35,11,34,13,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.0%
623,17,32,29,15,31,15,1,3,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,75.8%
624,33,28,35,11,17,15,1,3,1,0,2,0,0,0,0,0,0,0,P:7,雪球:2,31,97.0%
625,17,34,24,38,12,15,1,2,1,0,2,0,0,0,0,0,0,0,35,雪球:2,37,77.1%
626,16,32,37,20,28,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.5%
627,13,34,36,32,18,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.5%
628,14,37,30,22,29,16,1,3,1,0,2,0,0,0,0,0,0,0,Y:9,雪球:2,32,97.0%
629,28,28,25,20,32,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.6%
630,16,39,22,36,18,16,1,3,1,1,2,0,0,0,0,0,0,0,37,雪球:2,38,79.6%
631,36,22,24,16,35,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.6%
632,35,35,14,34,14,16,1,3,1,0,2,0,0,0,0,0,0,0,B:14,雪球:2,33,96.5%
633,18,36,27,16,36,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.6%
634,32,32,37,14,18,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.6%
635,18,34,22,43,16,16,1,2,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,75.6%
636,12,32,35,22,31,16,1,3,1,0,2,0,0,0,0,0,0,0,G:14,雪球:2,33,96.5%
637,14,35,31,34,18,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.3%
638,17,36,30,14,36,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
639,30,40,18,20,24,16,1,2,1,1,2,0,0,0,0,0,0,0,37,雪球:2,38,80.8%
640,20,39,18,35,20,16,1,3,1,0,2,0,0,0,0,0,0,0,R:16,雪球:2,33,93.5%
641,34,24,27,18,30,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
642,36,37,14,34,12,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
643,20,29,32,16,36,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
644,31,29,37,14,20,16,1,4,1,0,2,0,0,0,0,0,0,0,P:8,雪球:3,33,97.0%
645,18,34,28,37,16,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
646,16,29,36,20,32,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
647,16,34,34,33,16,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
648,12,37,26,22,34,16,1,3,1,1,2,0,0,0,0,0,0,0,Y:9,雪球:2,32,97.0%
649,25,30,24,20,34,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
650,18,41,22,34,18,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.4%
651,34,23,26,14,35,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.4%
652,35,39,14,30,14,16,1,3,1,0,2,0,0,0,0,0,0,0,B:14,雪球:2,33,96.5%
653,20,36,29,14,34,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
654,34,31,36,16,16,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
655,14,32,28,43,16,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
656,14,30,37,22,29,16,1,3,1,0,2,0,0,0,0,0,0,0,G:15,雪球:2,33,95.2%
657,16,38,34,28,16,16,1,2,1,1,2,0,0,0,0,0,0,0,37,雪球:2,38,80.8%
658,16,35,26,20,35,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
659,32,37,16,22,26,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
660,21,41,18,34,18,16,1,3,1,0,2,0,0,0,0,0,0,0,R:17,雪球:2,34,93.5%
661,32,24,25,18,34,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
662,32,39,14,36,12,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
663,18,34,31,16,34,16,1,2,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,73.5%
664,35,30,37,12,18,16,1,3,1,0,2,0,0,0,0,0,0,0,P:8,雪球:2,32,97.0%
665,18,35,26,41,12,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
666,14,32,38,20,28,16,1,2,1,1,2,0,0,0,0,0,0,0,37,雪球:2,38,80.9%
667,12,35,35,32,18,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
668,14,37,30,21,29,16,1,4,1,0,2,0,0,0,0,0,0,0,Y:9,雪球:3,33,97.0%
669,28,27,25,20,32,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
670,16,39,22,35,20,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
671,36,22,24,14,36,16,1,3,1,0,2,0,0,0,0,0,0,0,37,雪球:2,38,74.5%
672,35,35,14,33,14,16,1,4,1,0,2,0,0,0,0,0,0,0,B:14,雪球:3,34,95.7%
673,20,35,26,16,35,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.3%
674,34,31,35,14,18,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.3%
675,18,34,22,41,16,16,1,3,1,1,2,0,0,0,0,0,0,0,37,雪球:2,38,79.8%
676,16,33,31,21,30,16,1,4,1,0,2,0,0,0,0,0,0,0,G:13,雪球:3,34,96.9%
677,16,34,31,33,18,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.3%
678,16,35,30,16,35,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.3%
679,31,39,18,20,23,16,1,4,1,0,2,0,0,0,0,0,0,0,37,雪球:3,39,73.8%
680,20,39,20,34,18,16,1,4,1,0,2,0,0,0,0,0,0,0,R:16,雪球:3,34,92.4%
681,32,23,27,18,32,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.4%
682,34,36,14,34,14,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.4%
683,20,29,32,16,35,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.4%
684,33,28,37,14,18,16,1,4,1,1,2,0,0,0,0,0,0,0,P:8,雪球:3,32,97.0%
685,18,34,27,37,16,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.4%
686,16,30,35,21,29,16,1,4,1,0,2,0,0,0,0,0,0,0,37,雪球:3,39,73.8%
687,16,34,33,33,16,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,38,72.4%
688,12,37,28,21,33,16,1,4,1,0,2,0,0,0,0,0,0,0,Y:9,雪球:3,33,97.0%
689,23,30,25,20,34,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
690,18,39,22,35,18,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
691,34,23,26,14,35,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
692,33,37,16,31,14,16,1,4,1,0,2,0,0,0,0,0,0,0,B:14,雪球:3,34,95.6%
693,20,36,30,14,30,16,1,4,1,1,2,0,0,0,0,0,0,0,37,雪球:3,39,78.9%
694,34,31,35,16,16,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
695,14,32,27,43,16,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
696,14,30,37,21,29,16,1,4,1,0,2,0,0,0,0,0,0,0,G:15,雪球:3,34,94.2%
697,16,37,34,27,18,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
698,16,35,26,20,35,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
699,32,39,14,22,25,16,1,3,1,0,2,0,0,0,0,0,0,0,38,雪球:2,39,76.0%
700,20,41,18,32,20,16,1,4,1,0,2,0,0,0,0,0,0,0,R:17,雪球:3,35,92.5%
701,34,20,26,18,32,16,0,3,0,0,0,0,0,2,0,0,2,2,G:17,雪球:2,35,85.0%
702,34,34,13,34,14,16,0,3,0,1,0,2,0,0,0,0,2,2,B:20,雪球:2,35,83.3%
703,16,34,31,13,36,16,0,3,0,0,0,0,0,0,2,0,2,2,Y:12,雪球:2,34,90.9%
704,32,28,38,11,20,16,0,4,0,0,0,0,0,0,0,2,2,2,P:14,雪球:3,35,88.6%
705,14,36,25,38,16,16,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,36,76.7%
706,16,32,38,18,26,16,0,3,0,0,0,0,0,2,0,0,2,2,G:22,雪球:2,36,75.3%
707,14,34,32,32,16,16,0,4,1,0,0,2,0,0,0,0,2,2,B:12,雪球:3,34,91.9%
708,16,36,30,18,29,16,0,4,0,0,0,0,0,0,2,0,2,2,Y:14,雪球:3,35,86.7%
709,32,27,26,21,34,17,0,3,0,0,0,0,0,0,0,2,2,2,P:20,雪球:2,36,80.7%
710,19,41,25,35,19,17,1,3,0,0,0,0,2,0,0,0,2,2,R:23,雪球:2,37,74.4%
711,37,21,31,19,31,17,0,3,0,1,0,0,0,2,0,0,2,2,G:19,雪球:2,35,84.8%
712,32,38,17,38,14,17,0,4,0,0,0,2,0,0,0,0,2,2,B:19,雪球:3,36,79.1%
713,19,36,33,17,35,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,90.6%
714,35,29,36,17,21,17,0,4,1,0,0,0,0,0,0,2,2,2,P:15,雪球:3,35,88.5%
715,16,37,29,39,18,17,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,36,76.7%
716,15,34,36,24,30,17,0,4,0,0,0,0,0,2,0,0,2,2,G:21,雪球:3,37,76.8%
717,14,36,35,36,19,17,0,3,0,0,0,2,0,0,0,0,2,2,B:12,雪球:2,34,91.6%
718,17,41,31,19,32,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:14,雪球:2,34,88.4%
719,32,43,15,19,31,17,0,3,0,0,0,0,0,0,0,2,2,2,P:19,雪球:2,36,82.9%
720,22,41,22,33,19,17,1,4,0,1,0,0,2,0,0,0,2,2,R:23,雪球:3,37,75.3%
721,38,21,29,17,33,17,0,4,1,0,0,0,0,2,0,0,2,2,G:18,雪球:3,36,85.4%
722,34,41,16,34,15,17,0,3,0,0,0,2,0,0,0,0,2,2,B:20,雪球:2,36,80.7%
723,21,31,35,17,36,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,90.6%
724,36,31,38,15,19,17,0,4,0,0,0,0,0,0,0,2,2,2,P:14,雪球:3,35,87.2%
725,19,37,28,39,16,17,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,36,76.8%
726,18,28,39,24,31,17,0,3,0,0,0,0,0,2,0,0,2,2,G:22,雪球:2,36,75.4%
727,14,38,35,34,19,17,0,3,0,0,0,2,0,0,0,0,2,2,B:12,雪球:2,34,91.6%
728,15,38,31,21,32,17,0,5,1,0,0,0,0,0,2,0,2,2,Y:15,雪球:3,35,87.5%
729,26,33,24,21,35,17,0,3,0,1,0,0,0,0,0,2,2,2,P:20,雪球:2,35,83.4%
730,20,41,22,37,19,17,1,3,0,0,0,0,2,0,0,0,2,2,R:23,雪球:2,37,74.5%
731,36,25,24,17,38,17,0,3,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,35,87.1%
732,30,42,18,34,15,17,0,4,0,0,0,2,0,0,0,0,2,2,B:18,雪球:3,36,82.1%
733,21,35,32,16,36,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,89.7%
734,33,35,38,17,17,17,0,3,0,0,0,0,0,0,0,2,2,2,P:13,雪球:2,34,90.6%
735,16,36,30,39,16,17,1,4,1,0,0,0,2,0,0,0,2,2,R:21,雪球:3,37,79.5%
736,17,30,36,24,32,17,0,4,0,0,0,0,0,2,0,0,2,2,G:21,雪球:3,37,76.9%
737,16,39,35,30,20,17,0,3,0,0,0,2,0,0,0,0,2,2,B:13,雪球:2,34,89.7%
738,16,36,30,24,33,17,0,3,0,1,0,0,0,0,2,0,2,2,Y:16,雪球:2,35,91.4%
739,31,41,17,21,30,17,0,3,0,0,0,0,0,0,0,2,2,2,P:18,雪球:2,35,83.2%
740,22,41,20,36,19,17,1,4,0,0,0,0,2,0,0,0,2,2,R:23,雪球:3,38,73.7%
741,38,22,25,19,36,17,0,3,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,35,87.9%
742,36,41,14,32,15,17,0,4,1,0,0,2,0,0,0,0,2,2,B:21,雪球:3,37,81.1%
743,18,32,32,17,41,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,90.7%
744,31,34,38,15,21,17,0,4,0,0,0,0,0,0,0,2,2,2,P:15,雪球:3,36,87.6%
745,19,36,29,41,14,17,1,3,0,0,0,0,2,0,0,0,2,2,R:21,雪球:2,37,79.8%
746,17,33,36,21,33,17,0,3,0,0,0,0,0,2,0,0,2,2,G:21,雪球:2,36,77.9%
747,18,39,34,30,18,17,0,3,0,1,0,2,0,0,0,0,2,2,B:14,雪球:2,34,91.8%
748,18,37,33,21,30,17,0,4,0,0,0,0,0,0,2,0,2,2,Y:15,雪球:3,36,87.6%
749,26,31,28,21,32,17,0,4,1,0,0,0,0,0,0,2,2,2,P:19,雪球:3,36,83.5%
750,20,41,22,37,19,17,1,3,0,0,0,0,2,0,0,0,2,2,R:23,雪球:2,37,74.6%
751,36,25,24,19,36,17,0,3,0,0,0,0,0,2,0,0,2,2,G:16,雪球:2,35,87.2%
752,36,41,17,33,12,17,0,4,0,0,0,2,0,0,0,0,2,2,B:21,雪球:3,37,77.0%
753,21,34,27,17,41,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:13,雪球:2,34,90.7%
754,32,35,38,16,19,17,0,3,0,0,0,0,0,0,0,2,2,2,P:14,雪球:2,35,90.9%
755,16,31,30,45,17,17,1,3,0,0,0,0,2,0,0,0,2,2,R:19,雪球:2,36,81.4%
756,17,29,32,24,34,17,0,5,1,1,0,0,0,2,0,0,2,2,G:19,雪球:3,36,87.2%
757,18,38,31,36,17,17,0,3,0,0,0,2,0,0,0,0,2,2,B:14,雪球:2,35,90.1%
758,17,38,25,22,38,17,0,3,0,0,0,0,0,0,2,0,2,2,Y:15,雪球:2,35,89.5%
759,29,43,21,18,29,17,0,3,0,0,0,0,0,0,0,2,2,2,P:18,雪球:2,36,85.7%
760,19,39,22,39,19,17,1,4,0,0,0,0,2,0,0,0,2,2,R:22,雪球:3,38,76.7%
