关卡,蓝球,红球,绿球,黄球,紫球,橙球,黑球,白球,总行数,石头,雪块,炸弹,彩虹球,燃烧瓶,蓝分裂球,红分裂球,绿分裂球,黄分裂球,紫分裂球,钥匙,锁定球,收集目标1,收集目标2,发射球数量,通关率,漩涡球,藤蔓精灵,虫洞对,黑洞,地雷,繁殖球,花苞球,精灵茧,透明球,晶光炮,风眼出口,毒液附着,冰凌附着,气泡护盾附着,蜘蛛,彩云,多精灵救援目标,彩虹棱镜球,关卡类型,玩法模式,单精灵救援,限时球,棋盘遮挡
224,16,16,15,35,0,0,0,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,35,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
225,26,12,12,12,0,0,0,11,15,1,16,0,0,0,0,0,0,0,0,0,0,B:26,雪球:16,33,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,flora,0,none
226,35,15,15,16,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,19,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
227,15,35,15,15,16,0,0,0,15,0,16,1,0,2,0,0,0,0,0,0,0,R:35,雪球:16,20,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
228,16,15,35,15,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,G:35,雪球:16,25,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
229,15,15,15,33,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:33,雪球:16,24,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
230,14,14,15,15,33,0,0,0,15,1,16,1,0,2,0,0,0,0,0,0,0,P:33,雪球:16,37,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
231,0,16,16,36,15,16,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:36,雪球:16,29,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
232,0,16,16,16,35,15,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,24,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
233,0,35,15,16,16,16,0,0,15,0,16,1,0,1,0,0,0,0,0,0,0,R:35,雪球:16,18,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
234,0,16,35,15,16,16,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,G:35,雪球:16,22,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
235,0,16,16,35,15,16,0,0,15,1,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,28,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
236,0,0,16,35,15,15,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:35,雪球:16,33,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
237,0,0,15,16,35,15,15,0,15,0,16,1,0,2,0,0,0,0,0,0,0,P:35,雪球:16,19,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
238,0,0,35,15,15,16,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,G:35,雪球:16,36,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
239,0,0,15,33,15,15,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:33,雪球:16,28,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
240,0,0,15,15,33,14,14,0,15,1,16,1,0,2,0,0,0,0,0,0,0,P:33,雪球:16,21,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
241,0,0,0,36,15,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:36,雪球:16,32,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
242,0,0,0,12,26,11,12,12,15,0,16,0,0,0,0,0,0,0,0,0,0,P:26,雪球:16,33,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,loco,0,none
243,0,0,0,35,16,16,15,16,15,0,16,1,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,18,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
244,0,0,0,16,35,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,24,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
245,0,0,0,35,15,16,16,16,15,1,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,32,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
246,35,0,0,0,15,15,16,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,35,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
247,16,0,0,0,35,15,15,15,15,0,16,1,0,2,0,0,0,0,0,0,0,P:35,雪球:16,30,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
248,35,0,0,0,16,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,34,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
249,15,0,0,0,33,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,P:33,雪球:16,35,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
250,33,0,0,0,14,14,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,B:33,雪球:16,21,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
251,36,16,0,0,0,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:36,雪球:16,26,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
252,15,35,0,0,0,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,22,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
253,35,16,0,0,0,15,16,16,15,0,16,1,0,1,0,0,0,0,0,0,0,B:35,雪球:16,35,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
254,16,35,0,0,0,16,15,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,30,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
255,35,16,0,0,0,16,16,15,15,1,16,0,0,1,0,0,0,0,0,0,0,B:35,雪球:16,24,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
256,35,15,15,0,0,0,16,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,23,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
257,15,35,15,0,0,0,15,16,15,0,16,1,0,2,0,0,0,0,0,0,0,R:35,雪球:16,34,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
258,16,15,35,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,G:35,雪球:16,32,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
259,33,15,15,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:33,雪球:16,19,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
260,14,33,14,0,0,0,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,R:33,雪球:16,30,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
261,36,16,16,16,0,0,0,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:36,雪球:16,19,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
262,15,35,16,16,0,0,0,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,28,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
263,11,11,26,12,0,0,0,12,15,0,16,1,0,0,0,0,0,0,0,0,0,G:26,雪球:16,33,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,kelu,0,none
264,16,16,15,35,0,0,0,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,34,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
265,35,16,16,16,0,0,0,15,15,1,16,0,0,1,0,0,0,0,0,0,0,B:35,雪球:16,25,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
266,35,15,15,16,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,19,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
267,15,35,15,15,16,0,0,0,15,0,16,1,0,2,0,0,0,0,0,0,0,R:35,雪球:16,35,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
268,16,15,35,15,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,G:35,雪球:16,34,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
269,15,15,15,33,15,0,0,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:33,雪球:16,23,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
270,14,14,15,15,33,0,0,0,15,1,16,1,0,2,0,0,0,0,0,0,0,P:33,雪球:16,37,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
271,0,16,16,36,15,16,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:36,雪球:16,18,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
272,0,16,16,16,35,15,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,30,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
273,0,35,15,16,16,16,0,0,15,0,16,1,0,1,0,0,0,0,0,0,0,R:35,雪球:16,35,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
274,0,16,35,15,16,16,0,0,15,0,16,0,0,1,0,0,0,0,0,0,0,G:35,雪球:16,23,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
275,0,16,16,35,15,16,0,0,15,1,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,35,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
276,0,0,16,15,35,15,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,P:35,雪球:16,35,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
277,0,0,35,15,16,15,15,0,15,0,16,1,0,2,0,0,0,0,0,0,0,G:35,雪球:16,20,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
278,0,0,15,35,15,16,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,Y:35,雪球:16,25,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
279,0,0,15,15,33,15,15,0,15,0,16,0,0,2,0,0,0,0,0,0,0,P:33,雪球:16,23,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
280,0,0,33,15,15,14,14,0,15,1,16,1,0,2,0,0,0,0,0,0,0,G:33,雪球:16,35,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
281,0,0,0,36,15,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,Y:36,雪球:16,23,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
282,0,0,0,16,35,15,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,20,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
283,0,0,0,35,16,16,15,16,15,0,16,1,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,29,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
284,0,0,0,16,35,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,P:35,雪球:16,26,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
285,0,0,0,35,15,16,16,16,15,1,16,0,0,1,0,0,0,0,0,0,0,Y:35,雪球:16,35,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
286,25,0,0,0,11,11,12,11,15,0,16,0,0,0,0,0,0,0,0,0,0,B:25,雪球:16,33,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,yumi,0,none
287,16,0,0,0,35,15,15,15,15,0,16,1,0,2,0,0,0,0,0,0,0,P:35,雪球:16,31,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
288,35,0,0,0,16,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,21,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
289,15,0,0,0,33,15,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,P:33,雪球:16,23,59.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
290,33,0,0,0,14,14,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,B:33,雪球:16,30,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
291,36,16,0,0,0,16,16,15,15,0,16,0,0,1,0,0,0,0,0,0,0,B:36,雪球:16,22,74.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
292,15,35,0,0,0,16,16,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,22,72.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
293,35,16,0,0,0,15,16,16,15,0,16,1,0,1,0,0,0,0,0,0,0,B:35,雪球:16,18,70.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
294,16,35,0,0,0,16,15,16,15,0,16,0,0,1,0,0,0,0,0,0,0,R:35,雪球:16,25,68.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
295,35,16,0,0,0,16,16,15,15,1,16,0,0,1,0,0,0,0,0,0,0,B:35,雪球:16,35,66.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
296,15,35,15,0,0,0,16,15,15,0,16,0,0,2,0,0,0,0,0,0,0,R:35,雪球:16,20,65.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
297,15,15,35,0,0,0,15,16,15,0,16,1,0,2,0,0,0,0,0,0,0,G:35,雪球:16,33,63.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
298,35,16,15,0,0,0,15,15,15,0,16,0,0,2,0,0,0,0,0,0,0,B:35,雪球:16,23,61.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
299,11,25,12,0,0,0,11,11,15,0,16,0,0,0,0,0,0,0,0,0,0,R:25,雪球:16,35,59.6%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,milu,0,none
300,14,14,33,0,0,0,15,15,15,1,16,1,0,2,0,0,0,0,0,0,0,G:33,雪球:16,38,57.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,3,per_attempt_no_repeat
301,33,15,15,14,0,0,0,14,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,70.0%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
302,14,33,15,15,0,0,0,14,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
303,14,14,33,15,0,0,0,15,15,0,19,0,0,0,0,0,1,0,0,1,10,G:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
304,15,14,14,32,0,0,0,15,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
305,33,15,15,14,0,0,0,14,15,0,19,0,0,0,2,0,0,0,0,1,10,B:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
306,29,13,12,13,13,0,0,0,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
307,13,29,13,13,13,0,0,0,15,0,19,0,0,0,0,2,0,0,0,2,20,R:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
308,13,13,29,13,12,0,0,0,15,0,19,0,1,0,0,0,2,0,0,2,20,G:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
309,12,13,13,28,12,0,0,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
310,12,12,13,13,28,0,0,0,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,4,per_attempt_no_repeat
311,0,15,15,33,14,15,0,0,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
312,0,15,15,14,33,14,0,0,15,0,19,0,0,0,0,0,0,0,1,1,10,P:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
313,0,33,14,15,15,14,0,0,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
314,0,14,32,14,15,15,0,0,15,0,19,0,0,0,0,0,2,0,0,1,10,G:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
315,0,15,14,33,14,15,0,0,15,0,19,0,0,0,0,0,0,2,0,1,10,Y:43,雪球:19,46,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
316,0,0,29,13,13,13,12,0,15,0,19,0,0,0,0,0,2,0,0,2,20,G:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
317,0,0,13,29,13,13,13,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
318,0,0,13,12,29,13,13,0,15,0,19,0,1,0,0,0,0,0,2,2,20,P:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
319,0,0,28,13,12,12,13,0,15,0,19,0,0,0,0,0,2,0,0,2,20,G:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
320,0,0,13,28,13,12,12,0,15,0,19,0,0,0,0,0,0,2,0,2,20,Y:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,5,per_attempt_no_repeat
321,0,0,0,33,14,15,15,14,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
322,0,0,0,14,33,14,15,15,15,0,19,0,0,0,0,0,0,0,1,1,10,P:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
323,0,0,0,33,15,14,14,15,15,0,19,0,0,0,0,0,0,1,0,1,10,Y:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
324,0,0,0,15,32,15,14,14,15,0,19,0,0,0,0,0,0,0,2,1,10,P:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
325,0,0,0,26,11,12,11,11,15,0,19,0,0,0,0,0,0,0,0,0,0,Y:26,雪球:19,33,62.8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trapped_sprite_rescue,shot_limited,lumi,0,none
326,29,0,0,0,13,12,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:39,雪球:19,46,61.0%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
327,13,0,0,0,29,13,13,13,15,0,19,0,0,0,0,0,0,0,2,2,20,P:39,雪球:19,46,59.2%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
328,29,0,0,0,13,13,13,12,15,0,19,0,1,0,2,0,0,0,0,2,20,B:39,雪球:19,46,57.4%,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
329,12,0,0,0,28,12,13,13,15,0,19,0,0,0,0,0,0,0,2,2,20,P:38,雪球:19,46,55.6%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
330,28,0,0,0,12,12,13,13,15,0,19,0,0,0,2,0,0,0,0,2,20,B:38,雪球:19,46,53.8%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special_floating_island,timed_infinite_shots,-,2,per_attempt_no_repeat
331,33,15,0,0,0,15,15,14,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,70.0%,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
332,14,33,0,0,0,15,15,14,15,0,19,0,0,0,0,1,0,0,0,1,10,R:38,雪球:19,46,68.2%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
333,33,14,0,0,0,14,15,15,15,0,19,0,0,0,1,0,0,0,0,1,10,B:38,雪球:19,46,66.4%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
334,15,32,0,0,0,14,14,15,15,0,19,0,0,0,0,2,0,0,0,1,10,R:42,雪球:19,46,64.6%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,shot_limited,-,0,per_attempt_no_repeat
